scenario_id,run_label,cost_weight,emissions_weight,equity_weight,seed,iterations,run_id,iteration,current_objective,best_objective,accepted,event_case
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,45,-103.17572770881254,-103.17572770881254,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,46,-103.3842590405956,-103.3842590405956,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,47,-103.86504909022325,-103.86504909022325,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,48,-104.17823350707124,-104.17823350707124,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,49,-104.50716851679547,-104.50716851679547,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,50,-104.77073468292468,-104.77073468292468,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,51,-105.00392421557626,-105.00392421557626,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,52,-105.2390855719863,-105.2390855719863,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,53,-105.5442896650867,-105.5442896650867,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,54,-105.70515191292571,-105.70515191292571,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,55,-105.89507785009158,-105.89507785009158,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,56,-106.15112277769884,-106.15112277769884,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,57,-106.3112043758352,-106.3112043758352,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,58,-106.62354741718283,-106.62354741718283,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,59,-106.89327661702022,-106.89327661702022,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,60,-107.10805465024792,-107.10805465024792,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,61,-107.29505410313475,-107.29505410313475,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,62,-107.52656735508617,-107.52656735508617,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,63,-107.69770954629057,-107.69770954629057,True,improvement
balanced,Balanced Weights,1.0,1.0,1.0,42,64,balanced__iter_064__seed_42,64,-107.88667189103415,-107.88667189103415,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,1,cost_priority__iter_001__seed_42,1,-2.341745549292363,-2.341745549292363,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,4,cost_priority__iter_004__seed_42,1,-2.341745549292363,-2.341745549292363,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,4,cost_priority__iter_004__seed_42,2,-6.043573850329624,-6.043573850329624,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,4,cost_priority__iter_004__seed_42,3,-9.681564497150804,-9.681564497150804,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,4,cost_priority__iter_004__seed_42,4,-12.909608711749378,-12.909608711749378,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,1,-2.341745549292363,-2.341745549292363,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,2,-6.043573850329624,-6.043573850329624,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,3,-9.681564497150804,-9.681564497150804,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,4,-12.909608711749378,-12.909608711749378,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,5,-16.54739706543881,-16.54739706543881,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,6,-19.780410258742176,-19.780410258742176,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,7,-21.469929621374085,-21.469929621374085,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,8,-23.714823042006337,-23.714823042006337,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,9,-25.845852564149254,-25.845852564149254,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,10,-28.99735633782547,-28.99735633782547,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,11,-32.63497936836903,-32.63497936836903,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,12,-34.802657540547315,-34.802657540547315,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,13,-36.664746588797364,-36.664746588797364,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,14,-38.35518294859208,-38.35518294859208,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,15,-41.99573149948978,-41.99573149948978,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,16,cost_priority__iter_016__seed_42,16,-43.86024518078854,-43.86024518078854,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,1,-2.341745549292363,-2.341745549292363,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,2,-6.043573850329624,-6.043573850329624,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,3,-9.681564497150804,-9.681564497150804,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,4,-12.909608711749378,-12.909608711749378,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,5,-16.54739706543881,-16.54739706543881,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,6,-19.780410258742176,-19.780410258742176,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,7,-21.469929621374085,-21.469929621374085,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,8,-23.714823042006337,-23.714823042006337,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,9,-25.845852564149254,-25.845852564149254,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,10,-28.99735633782547,-28.99735633782547,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,11,-32.63497936836903,-32.63497936836903,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,12,-34.802657540547315,-34.802657540547315,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,13,-36.664746588797364,-36.664746588797364,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,14,-38.35518294859208,-38.35518294859208,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,15,-41.99573149948978,-41.99573149948978,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,16,-43.86024518078854,-43.86024518078854,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,17,-47.975977675969595,-47.975977675969595,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,18,-50.215808383098675,-50.215808383098675,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,19,-52.441788445150976,-52.441788445150976,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,20,-56.08245116395883,-56.08245116395883,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,21,-58.19469709367547,-58.19469709367547,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,22,-61.83550845076395,-61.83550845076395,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,23,-65.47655130949752,-65.47655130949752,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,24,-67.5425534853611,-67.5425534853611,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,25,-71.18145907603854,-71.18145907603854,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,26,-72.77298411388382,-72.77298411388382,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,27,-73.67348975789187,-73.67348975789187,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,28,-74.1053529392455,-74.1053529392455,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,29,-74.29674096165812,-74.29674096165812,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,30,-74.56162810524081,-74.56162810524081,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,31,-74.79656583574038,-74.79656583574038,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,32,-75.06381597821677,-75.06381597821677,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,33,-75.23187536871845,-75.23187536871845,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,34,-75.36422290814596,-75.36422290814596,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,35,-75.66612397507198,-75.66612397507198,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,36,-76.06924075020699,-76.06924075020699,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,37,-76.28346308154387,-76.28346308154387,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,38,-76.51413995184458,-76.51413995184458,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,39,-76.78489688893546,-76.78489688893546,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,40,-77.05568556710828,-77.05568556710828,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,41,-77.23324402364914,-77.23324402364914,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,42,-77.50407722350131,-77.50407722350131,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,43,-77.72007097662211,-77.72007097662211,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,44,-77.96469848434556,-77.96469848434556,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,45,-78.22374201652174,-78.22374201652174,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,46,-78.37757092672526,-78.37757092672526,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,47,-78.63434963494413,-78.63434963494413,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,48,-78.90178583268657,-78.90178583268657,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,49,-79.17634902492046,-79.17634902492046,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,50,-79.3709087379435,-79.3709087379435,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,51,-79.63882902899707,-79.63882902899707,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,52,-79.83908612945781,-79.83908612945781,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,53,-80.06684339434233,-80.06684339434233,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,54,-80.26157160874035,-80.26157160874035,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,55,-80.49053663714545,-80.49053663714545,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,56,-80.63089811626506,-80.63089811626506,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,57,-80.87058293136778,-80.87058293136778,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,58,-81.138226979379,-81.138226979379,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,59,-81.40601031233876,-81.40601031233876,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,60,-81.62080480222487,-81.62080480222487,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,61,-81.83579047155445,-81.83579047155445,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,62,-82.06584638113983,-82.06584638113983,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,63,-82.19398255896566,-82.19398255896566,True,improvement
cost_priority,Cost Priority,1.5,0.75,0.75,42,64,cost_priority__iter_064__seed_42,64,-82.42781049981775,-82.42781049981775,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,1,emissions_priority__iter_001__seed_42,1,-2.16153134436651,-2.16153134436651,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,4,emissions_priority__iter_004__seed_42,1,-2.16153134436651,-2.16153134436651,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,4,emissions_priority__iter_004__seed_42,2,-5.8136006622582155,-5.8136006622582155,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,4,emissions_priority__iter_004__seed_42,3,-9.425440399699555,-9.425440399699555,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,4,emissions_priority__iter_004__seed_42,4,-12.667325616461252,-12.667325616461252,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,1,-2.16153134436651,-2.16153134436651,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,2,-5.8136006622582155,-5.8136006622582155,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,3,-9.425440399699555,-9.425440399699555,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,4,-12.667325616461252,-12.667325616461252,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,5,-16.25009647184571,-16.25009647184571,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,6,-19.46816239069159,-19.46816239069159,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,7,-21.198746458508285,-21.198746458508285,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,8,-23.405425778303666,-23.405425778303666,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,9,-25.452432149488054,-25.452432149488054,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,10,-28.627618477149174,-28.627618477149174,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,11,-32.23882462696648,-32.23882462696648,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,12,-34.36202768007371,-34.36202768007371,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,13,-36.06161355728008,-36.06161355728008,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,14,-37.77354197443863,-37.77354197443863,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,15,-41.384621927850816,-41.384621927850816,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,16,emissions_priority__iter_016__seed_42,16,-43.0645838691843,-43.0645838691843,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,64,emissions_priority__iter_064__seed_42,1,-2.16153134436651,-2.16153134436651,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,64,emissions_priority__iter_064__seed_42,2,-5.8136006622582155,-5.8136006622582155,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,64,emissions_priority__iter_064__seed_42,3,-9.425440399699555,-9.425440399699555,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,64,emissions_priority__iter_064__seed_42,4,-12.667325616461252,-12.667325616461252,True,improvement
emissions_priority,Emissions Priority,0.75,1.5,0.75,42,64,emissions_priority__iter_064__seed_42,5,-16.25009647184571,-16.25009647184571,True,improvement
